1775	Where there's a will, there's a way.	1061751	Dimana ada keinginan, disitu ada jalan.
1780	"Good morning", said Tom with a smile.	365997	"Selamat pagi," kata Tom sambil tersenyum.
1827	Smile now, cry later!	1021767	Tersenyumlah sekarang, menangislah kemudian!
1838	What made you change your mind?	2788383	Apa yang membuat pikiranmu berubah?
1841	I love lasagna.	366009	Aku suka lasagna.
1889	How many times a day do you look at yourself in the mirror?	3654723	Berapa kali sehari kamu bercermin?
1967	When both girls told John they had feelings for him, he was in a quandary as to which girl he should be with.	928621	Ketika kedua gadis mengutarakan pada John mereka memiliki perasaan terhadapnya, ia kebingungan kepada siapa dirinya sebaiknya berpasangan.
2077	"Thank you." "You're welcome."	365990	"Terima kasih." "Sama-sama."
2089	He's sleeping like a baby.	1063744	Dia tidur seperti bayi.
2093	There's a secret path on the left.	1032387	Ada jalan rahasia di sebelah kiri.
2094	Smith has spent years studying the effects of sleep and sleep loss on memory and learning.	1063733	Smith telah menghabiskan bertahun-tahun memperlajari pengaruh tidur dan kurang tidur mengurangi daya ingat dan belajar.
2100	The best way to make your dreams come true is to wake up.	1032098	Cara terbaik agar mimpimu menjadi kenyataan adalah bangun.
2140	How many hours of sleep do you need?	1063746	Berapa lama waktu tidur yang kamu butuhkan?
2149	Life in prison is worse than the life of an animal.	1034312	Hidup di penjara lebih buruk dibanding hidupnya seekor binatang.
2175	No way!	1032099	Tak bisa!
2229	Aren't you ashamed to talk like that?	1019350	Tidakkah kamu merasa malu mengatakan seperti itu?
2244	It would of course be cheaper for you to sleep at our place.	1063750	Tentu saja tidur di tempat kami akan lebih murah bagi anda.
2300	They are waiting for you in front of the door.	1032542	Mereka sedang menunggumu di depan pintu.
2305	Pick up your things and go away.	1033744	Ambil semua barangmu dan pergilah.
2314	I've been waiting for hours.	1032543	I telah menunggu beberapa jam.
2323	I don't care.	366014	Saya tidak peduli.
2343	We learn from experience that men never learn anything from experience.	1101417	Kita belajar dari pengalaman bahwa kita tidak pernah belajar apapun dari pengalaman.
2434	I want to know who is coming with us.	638798	Saya ingin tahu siapa yang akan datang bersama kita.
6110	How did your interview go?	1034584	Bagaimana wawancara anda telah berjalan?
6143	During winter I sleep with two blankets.	1063752	Selama musim dingim aku tidur dengan dua lembar selimut.
7279	Are you angry at what I said?	1032355	Apakah kamu marah pada apa yang aku katakan?
15795	You must be careful not to make him angry.	1032357	Kamu harus hati-hati jangan membuatnya marah.
15869	What do you usually do on Sundays?	1022386	Apa yang biasa kamu lakukan pada hari Minggu?
15904	Who are you waiting for?	1032544	Siapa yang sedang anda tunggu l
15943	You will have heard this story before.	3362984	Kamu pasti pernah mendengar cerita ini sebelumnya.
15999	Did you do your homework by yourself?	3374992	Apakah kamu sendiri yang mengerjakan PR-mu?
16041	You must share your jobs with others.	3362986	Bagilah pekerjaanmu dengan yang lain.
16047	You should be ashamed of your conduct.	1019354	Kamu seharusnya malu dengan tingkah laku kamu itu.
16248	What grade are you in?	806360	Kamu kelas berapa?
16256	What are you looking at?	3508127	Apa yang sedang kamu lihat?
16472	How tall are you?	751524	Seberapa tinggi kamu?
16497	What has made you decide to work for our company?	3405659	Apa yang membuat Anda memutuskan untuk bekerja di perusahaan kami?
16709	All you have to do is sign your name here.	365965	Yang perlu Anda lakukan hanyalah menandatangani nama Anda di sini.
16997	When is your birthday?	366005	Kapan ulang tahunmu?
16997	When is your birthday?	1032067	Kapan anda berulang tahun?
16998	I will give you a bicycle for your birthday.	1032039	Aku akan berikan kamu sepeda di hari ulang tahunmu.
16999	Your birthday is drawing near.	1032043	Ulang tahunmu semakin dekat.
17000	You shall have a bicycle for your birthday.	1032045	Kamu akan mendapatkan sepeda di hari ulang tahunmu.
17002	Aren't you being very rude?	1032049	Tidakkah kamu menjadi sangat kasar?
17003	There's no room for excuses when it comes to your negligence, is there?	1032050	Tidak ada ruang untuk alasan ketika itu datang dari kelalaian anda, adakah?
17005	Your son took part in the student movement, I hear.	1032055	Aku dengar, anak laki-lakimu ikut serta dalam pergerakan pelajar.
17006	Is this your son, Betty?	1032056	Apakah ini anak laki-lakimu, Betty?
17007	I cannot accept your gift.	1032057	Saya tidak bisa menerima hadiah darimu.
17012	Your explanation sounds plausible, but it just doesn't hold water.	1032061	Penjelasan anda terdengar masuk akal, tapi air itu tidak bisa dipegang.
17013	Go back to your seat.	1032062	Kembali ke tempat dudukmu!
17014	You may have good reason to think that your youth is over.	1032063	Barangkali anda punya alasan untuk berfikir bahwa masa muda anda sudah berakhir.
17116	Just follow your heart.	1815040	Ikutilah kata hatimu.
17199	What you are saying does not make sense.	1019432	Yang kamu katakan itu tidak masuk akal.
17246	I have been anxious about your health.	940029	Saya khawatir akan kesehatanmu.
17265	Your shoes are here.	751401	Sepatumu ada di sini.
17776	You have good reason to be angry.	1032362	Kamu punya alasan tepat untuk marah.
17863	You don't need to go unless you want to.	751364	Kamu tidak harus pergi kecuali kalau kamu memang mau.
17922	I wish you were close to me.	2762375	Aku harap kau berada dekat denganku.
18027	It was too bad you couldn't come.	1046598	Sayang sekali kamu tidak bisa datang.
18028	It's a pity that you couldn't come.	1046598	Sayang sekali kamu tidak bisa datang.
18050	We shall all miss you when you go away.	3479840	Kami semua akan merindukanmu ketika kau pergi.
18081	Bears also tend to sleep more during the day than at night, although in the summer, with twenty-four hours of light, this does not apply.	1063754	Beruang-beruang juga berkeinginan untuk tidur pada siang hari dibanding malam hari, juga diwaktu musim panas, dengan diberi cahaya selama dua puluh empat jam, hal ini tidak bisa berlaku.
18081	Bears also tend to sleep more during the day than at night, although in the summer, with twenty-four hours of light, this does not apply.	1063757	Beruang-beruang juga cenderung untuk tidur pada siang hari dibanding malam hari, juga dimusim panas, dengan diberi cahaya selama dua puluh empat jam, hal ini tidak bisa berlaku.
18082	How long does a bear sleep?	1063755	Berapa lama beruang tidur?
18143	The sky looks angry.	1032367	Langit tampaknya marah.
18400	I make it a rule not to watch television after nine o'clock.	1022578	Saya membuat aturan untuk tidak menonton televisi setelah jam sembilan.
18684	The sudden increase of cars is causing a large number of traffic accidents every day.	1034109	Peningkatan kendaraan bermotor yang mendadak mengakibatkan menambahnya jumlah kecelakaan.
18757	In the near future, we will be able to put an end to AIDS.	394609	Dalam waktu dekat ini kita akan mampu mengobati AIDS
18959	A small road ran across the bridge, through the fields, and over a hill.	1058942	Jalan kecil melintasi jembatan, menembus pedesaan, dan kearah bukit.
18982	The bridge is open to traffic.	1034111	Jembatan itu terbuka untuk lalu lintas.
19023	The professor's boring lecture put me to sleep.	1063759	Profesor memberi yang memberi kuliah membosankan membuatku tertidur.
19026	Keep your classroom clean.	1820378	Jagalah kebersihan kelasmu.
19049	The teacher is likely to get angry with the students.	1032374	Guru itu mudah sekali menjadi marah dengan murid-muridnya.
19095	Go straight ahead until you reach the church.	365973	Terus jalan lurus hingga tiba di gereja tersebut.
19293	Kyoto is famous for its shrines and temples.	366420	Kyoto terkenal dengan kuil dan viharanya.
19308	There was an enormous traffic jam in downtown Kyoto.	1034117	Terdapat banyak kemacetan lalu lintas di jalanan Kyoto.
19569	I don't know whether to cry or to laugh.	1021768	Aku tak tahu apakah mesti menangis atau tertawa.
19736	Are you in a hurry?	806359	Apa kamu sedang terburu-buru?
19764	The holiday traffic crawled along the highway.	1034125	Pada hari libur lalu-lintas merayap sepanjang jalan raya.
20064	Experience without learning is better than learning without experience.	1101419	Pengalaman tanpa belajar lebih baik daripada belajar tanpa pengalaman.
20089	You need not have woken me up.	1034021	Kamu tidak perlu membangunkanku.
20198	She cried bitterly at a press interview.	1034585	Dia menangis dengan sedih pada saat wawancara dengan wartawan.
20217	An orderly lifestyle and a regular diet are the keys to health.	366406	Gaya hidup dan keseimbangan makanan yang teratur adalah kunci bagi hidup sehat.
20261	I had my purse and commutation ticket stolen while I was sleeping on the train.	1063761	Aku mendapati dompet dan karcis comuterku dicuri saat aku tertidur di kereta.
20306	The generous dentist contributed some two billion yen to charity.	1033952	Dokter gigi yang murah hati itu memberikan sejumlah dua milyar yen untuk amal.
20359	Look out! There's a hole in the road.	1033006	Awas, Ada lubang di jalanan.
20359	Look out! There's a hole in the road.	1058943	Awas! Ada lubang di atas jalan.
20371	If you're not careful you'll miss a traffic sign!	1034131	Bila kamu kurang hati-hati tanda-tanda lalu lintas akan terlewat (tidak terlihat).
20639	Strange things happened on her birthday.	1032069	Hal yang aneh telah terjadi di hari ulang tahunnya.
20664	I will gladly help you.	3389249	Saya dengan senang hati akan membantu anda.
20695	He was brave in the face of danger.	2764201	Dia begitu berani di hadapan mara bahaya.
20764	I'm getting little pimples on my face. I wonder if I've been getting enough sleep lately.	1063763	Aku menjadi sedikit berjerawat di wajahku. Aku ingin tahu apakah aku sudah cukup tidur akhir-akhir ini.
20839	Correct my spelling if it's wrong.	1032400	Koreksi ejaan saya bila itu salah.
21001	Sugar replaced honey as a sweetener.	2762400	Gula menggantikan madu sebagai pemanis.
21314	There is no easy road to learning.	1033008	Tidak ada jalan yang mudah untuk belajar.
21332	The students cheered in honor of Dr. Baker's birthday.	1032070	Para murid memberikan selamat dengan hormat pada ulang tahun Dr. Baker.
21479	I graduated from the school.	777218	Saya sudah lulus sekolah.
21522	School starts next Monday.	1046605	Sekolah mulai Senin depan.
21847	Can I sleep out?	1063772	Bisakah saya tidur?
22034	I couldn't sleep well because it was noisy outside.	1063767	Aku tidak bisa tidur nyenyak karena diluar berisik.
22122	Good morning, everybody.	365995	Selamat pagi, semuanya.
22250	Most creatures in the sea are affected by pollution.	1022454	Sebagian besar makhluk di laut terkena dampak polusi.
22323	You have to pay the price.	394606	Kau harus membayar harganya
22430	The meeting was put off until next Friday.	365966	Rapat tersebut ditunda hingga Jumat depan.
22736	We opposed his plan to build a new road.	1058944	Kami bertentangan denga rencananya membangun jalan baru.
22781	We must sleep at least eight hours a day.	1063773	Kita harus tidur paling tidak selama delapan jam sehari.
22854	We take oil for granted.	1046620	Kita menyia-nyiakan minyak.
22859	We eat to live, not live to eat.	3371467	Kita makan untuk hidup, bukan hidup untuk makan
22893	We must pay attention to traffic signals.	1034138	Kamu harus memperhatikan rambu-rambu lalu lintas.
23010	We express thought with language.	1032339	Kita mengekspresikan pikiran menggunakan bahasa.
23292	We will fight to the last.	3478704	Kita akan berjuang sampai akhir.
23503	Heat and light are necessary for our existence.	788236	Panas dan terang dibutuhkan untuk eksistensi kita.
23620	It is considered impossible to travel back to the past.	940019	Adalah tidak mungkin untuk kembali ke masa lalu.
23706	The vase was broken to pieces.	1022574	Vas itu pecah berkeping-keping
23837	Fire! Run!	1503770	Api! Lari!
24030	Sleep and wait for good luck.	1063785	Tidur dan menunggu keberuntungan.
24114	We'll borrow some money on the house.	1503771	Kami ingin meminjam sejumlah uang dari rumah itu.
24170	There was a traffic accident in front of the house yesterday.	1034142	Kemarin telah terjadi kecakaan didepan rumah saya.
24352	We cannot sleep well on summer nights.	1063786	KIta tidak dapat tidur nyenyak pada malam di musim panas.
24354	There are more cars on the road in the summer than in the winter.	1033010	Ada lebih banyak mobil di jalan saat musim panas dari pada di musim dingin.
24435	Who do you think you are?	1104713	Kamu pikir kamu ini siapa?
24477	How long will it take?	986161	Berapa lama waktu yang dibutuhkan?
9086314	I'm getting nowhere.	1503773	Tidak tahu mau pergi ke mana.
24580	When did you get up?	3253750	Kapan kamu bangun?
24627	Keep in mind that there's no royal road to anything.	1033011	Simpan itu dalam ingatanmu bahwa tidak ada jalan yang menyenangkan untuk semua.
24804	You have no need to be ashamed.	1019355	Seharusnya kamu tak perlu merasa malu.
24821	Don't cry before you're hurt.	1021770	Janganlah menangis sebelum engkau terluka.
25095	Can I help you?	808729	Bisa saya bantu?
25532	My love has gone far away.	1021185	Cintaku sudah pergi jauh.
25605	There's a rich man sleeping on a golden bed.	1063788	Seorang laki-laki kaya yang tidur diatas tempat tidur emas.
25655	European currencies weakened against the dollar.	751574	Mata uang Eropa melemah terhadap dolar.
25826	We saw an island in the distance.	3477258	Kami melihat sebuah pulau di kejauhan.
25902	Where there is smoke, there is fire.	366347	Ada gula, ada semut.
26100	I'll drop you off at the station.	1584490	Saya akan menurunkanmu di stasiun.
26130	British people are used to standing in queues.	880076	Orang Inggris terbiasa untuk berdiri untuk mengantri.
26306	How are you getting along with your English study?	1062554	Bagaimana perkembangan studi bahasa inggrismu?
26448	Would you like to take in a movie?	1584489	Film apa yang ingin kamu tonton?
26449	It's not like you to cry at movies.	1021773	Ini tidak seperti kamu menangis di bioskop.
26504	Since it's cloudy with a chance of rain today, we shouldn't go surfing.	366415	Hari ini berawan dan kemungkinan hujan, jadi kita lebih baik tidak pergi berselancar.
26560	You will be more vigorous if you exercise.	1033724	Kau akan menjadi lebih kuat bila kamu latihan.
26587	A driver was sleeping in the car.	1063790	Seorang sopir tidur didalam mobil.
26599	The drivers began arguing about who was to blame for the accident.	806362	Para sopir itu mulai berdebat siapa yang salah dalam kecelakaan itu.
26602	Drivers have to pay attention to the traffic signal.	1034147	Para pengendara harus memperhatikan rambu lalu lintas.
26604	Drivers must observe the traffic rules.	1034156	Para pengendara harus mematuhi peraturan lalu-lintas.
26610	You should obey the traffic laws when you drive.	1034162	Anda harus mematuhi aturan lalu lintas saat berkendara.
26618	You should concentrate on the road when you're driving.	1033013	Anda harus berkonsentrasi pada jalan saat anda menyetir.
26763	After the rain, there were puddles on the street.	1033018	Setelah hujan, di jalanan terdapat banyak lubang yang tergenang air.
26928	It's been raining. The roads are wet.	1033022	Setelah hujan. Jalanan basah.
27032	The time has come when we can travel through space.	1476048	Waktunya telah tiba kita bisa menjelajah ruang angkasa.
27074	Take the road on the right.	1062438	Ambil jalan di sebelah kanan.
27075	Take the right road.	1033025	Ambilah jalan yang benar.
27084	Always give way to traffic coming from the right.	1034174	Selalu memberikan jalan yang datang dari kanan.
27206	One is red and the other is white.	751423	Yang satu merah dan yang lainnya putih.
27288	You will feel better after a night's sleep.	1063791	Kamu akan merasa lebih baik setelah tidur malam.
27337	Generally speaking, history repeats itself.	1022576	Pada umumnya, sejarah akan terulang kembali.
27419	It is getting colder and colder day by day.	366422	Makin hari makin dingin.
27605	Left alone, the baby began to cry.	1021775	Tinggalkan sendiri, bayi itu mulai menangis.
27613	Left alone, the little girl began to cry.	1021776	Tinggalkan sendiri, gadis kecil itu mulai menangis.
27847	A word is enough to a wise man.	1795653	Sepatah kata sudah cukup bagi orang bijak.
27922	The doctor persuaded him to give up smoking.	1019941	Doktor membujuknya untuk berhenti merokok.
28462	It was dark, and I could not make out who was coming along the road.	1062439	Saat itu gelap, dan aku tidak dapat melihat siapa yang datang melintasi jalan itu.
28657	To make matter worse, the traffic was bad.	1034169	Membuat hal semakin buruk, lalu lintasnya buruk.
28691	Burn with desire.	366326	Terbakar dengan cinta.
28912	I am ashamed of myself.	1019356	Aku malu pada diriku sendiri.
28913	Broken glass lay scattered all over the road.	1062457	Pecahan kaca berserakan di sepanjang jalan.
28928	I'll be sixteen years old next month.	1104730	Bulan depan umur saya enam belas tahun.
29029	He got very angry, for she refused to follow his advice.	1032379	Dia(lk) menjadi sangat marah, karena dia(pr) menolak untuk mengikuti sarannya.
29108	We were delayed by traffic congestion, so we had to hurry.	1034186	Kami telah tertunda oleh kemacetan lalu lintas, jadi kami harus bergegas.
29358	I've done rock climbing and deep-sea diving and slept in an Indonesian jungle.	1505045	Saya sudah pernah memanjat tebing, menyelam di laut dalam dan tidur di hutan Indonesia.
29440	Hold the rope.	1046626	Pegang tali itu.
29446	May I have a road map, please?	1062449	Boleh saya minta peta jalannya, tolong.
29467	A birthday cake with twelve candles on top.	1032068	Kue ulang tahun dengan dua belas lilin diatansnya.
29538	President Reagan's tax program has not worked.	751647	Program pajak Presiden Reagan tidak berfungsi.
29612	I am eating an apple.	751397	Saya sedang makan sebuah apel.
29658	What operas are being performed at the Lincoln Center right now?	365963	Opera apakah yang sedang dipertunjukkan di Lincoln Center saat ini?
29742	A rush-hour traffic jam delayed my arrival by two hours.	1034191	Pada jam sibuk kemacetan memperlambat kedatangan saya selama dua jam.
29846	The lion is the king of the jungle.	2788651	Singa adalah raja rimba.
29901	Get set.	940018	Bersiap.
29988	Tom was late for class, as is often the case.	365980	Seperti biasa, Tom terlambat datang ke kelas.
30108	Yumiko was a little angry.	1032382	Yumiko agak sedikit marah.
30226	At last, I graduated from junior high school.	777219	Akhirnya saya lulus SMP.
30504	I want a lot more.	3472505	Aku mau lebih banyak.
30768	If the number of cars increases, so will the traffic.	1034195	Bila jumlah kendaraan bertambah, maka jalanan juga.
30784	If my house were a mansion, I would invite everyone I know to my birthday party.	1032071	Bila rumahku besar/luas, aku ingin mengundang ke pesta ulang tahunku semua orang yang aku kenal.
30822	If I had been rich, I would have given you some money.	1046600	Jika saya kaya, saya akan memberimu uang.
30954	If I were to tell him the truth, he would be angry.	1032384	Kalau aku katakan padanya yang sebenarnya, dia akan marah.
31039	If your coffee is too strong, add some sugar.	2762403	Jika kopi Anda terlalu kuat, tambahkan sedikit gula.
31253	Had they left a little earlier, they would have avoided the traffic jam.	1034200	Kalau mereka meninggalkan lebih awal, mereka akan dapat menghindari kemacetan.
31255	If you had left a little earlier, you would have avoided the heavy traffic.	1058915	Bila kamu pergi lebih awal, mungkin kamu bisa menghindari kemacetan yang parah ini.
31266	Put in a little more sugar.	1046606	Tambahkan sedikit gula.
31361	There's no need to cry like a child.	1021777	Tak perlu menangis seperti anak kecil.
31384	I must leave now.	1046574	Saya harus pergi sekarang.
31606	My birthday is coming soon.	1032072	Hari ulang tahunku akan segera tiba.
31620	It is almost three.	3478813	Sekarang hampir jam tiga.
31649	I don't want any more.	1804221	Saya tidak mau lagi.
31720	Would you say it once more?	3477274	Maukah kau mengatakannya sekali lagi?
31875	Mary is a bookworm.	2761905	Maria adalah kutu buku.
31894	Mary can speak Japanese.	1065164	Mary bisa Bahasa Jepang.
31956	Mary has nobody to talk with, but she doesn't feel lonely.	331311	Mary tidak punya teman bicara, tapi dia tidak merasa kesepian.
31957	Mary is a girl who is pleasant to talk with.	331312	Mary adalah gadis yang enak diajak bicara.
31958	Mary decided never to see him any more.	331313	Mary memutuskan untuk tidak akan menemuinya lagi.
31959	Has Mary started yet?	331314	Apakah Mary sudah mulai?
31960	Mary likes milk very much.	331315	Mary sangat suka susu.
31961	Mary has not started yet.	331316	Mary belum mulai.
31962	Mary has failed again. After all she is still young.	331317	Mary gagal lagi. Meski begitu, dia masih muda.
31963	Mary always assists her boyfriend in doing his assignments.	331318	Mary selalu membantu pacarnya mengerjakan tugas.
31992	Mary declined an invitation to the concert.	751569	Mary menolak undangan ke konser.
32018	I'm going to make a cake for Mary's birthday.	1032073	Aku akan membuat kue untuk ulang tahun Marry.
32089	Everybody was thrilled by his story.	2788378	Semua orang merasa tegang karena ceritanya.
32575	My head still felt giddy.	3508141	Kepalaku masih terasa pusing.
32627	I hope I'll see you again soon.	751468	Saya harap saya dapat bertemu anda lagi, segera.
32650	You're still green.	928622	Kamu masih muda.
32673	Until next time.	2082782	Sampai jumpa lagi.
32747	To begin with, the funds are not sufficient for running a grocery.	940033	Dari awal, uangnya tidak cukup untuk mendirikan toko pangan.
32919	Mike didn't join the practice yesterday.	751324	Mike tidak ikut berlatih kemarin
32955	What did you give Mike on his birthday?	1032074	Apa yang akan kamu berikan pada Mike di hari ulang tahunnya?
33037	I am only joking.	1051099	Saya hanya bergurau.
33161	Bob usually goes to bed at ten.	3479014	Bob biasanya tidur jam sepuluh.
33309	Almost all Japanese boys like to play baseball.	3479797	Hampir semua anak laki-laki Jepang suka bermain bisbol.
33343	Almost all of the dogs are alive.	3268899	Hampir semua anjingnya hidup.
33383	The road which leads to the hotel is narrow.	1062447	Jalan yang menuju arah hotel itu sempit.
33480	I tried to cheer her up, but she did nothing but cry.	1021779	Aku telah berusaha untuk menghiburnya, tapi dia tak melakukan apa-apa tapi malah menangis.
33525	I say this from my heart.	751438	Aku mengatakan ini dari hati.
33527	I know only this.	3253748	Aku hanya tahu ini.
33558	My pen isn't as good as yours.	3654730	Pulpenku tidak sebagus milikmu.
33682	The ball rolled across the road.	1062448	Bola itu menggelinding melintasi jala.
33844	Helen graduated from high school last year.	777220	Helen lulus SMA tahun lalu.
34067	Floyd, what's the matter?	1033871	Floyd, ada apa?
34450	Hiroshi is sawing the wood into boards.	940025	Hirosi sedang memotong kayu menjadi papan-papan.
34472	Bill never fails to send a birthday present to his mother.	1032075	Bill tidak pernah salah/lupa mengirim hadiah ulang tahun pada ibunya.
34531	Bill is not as tall as Bob.	2834541	Bill tidak setinggi Bob.
34587	Nobody knows where Bill has gone.	808751	Tidak ada yang tahu ke mana Bill pergi.
34740	The noise of the heavy traffic kept me awake all night.	1034206	Kebisingan dari jalanan yang padat membuatku terjaga sepanjang malam.
34887	Peter fell in love with the girl.	924020	Peter jatuh cinta dengan gadis itu.
35252	While I was waiting for the bus, I saw a traffic accident.	1034208	Saat aku sedang menunggu bus, aku melihat kecelakaan lalu lintas.
35258	How long have you been waiting for the bus?	365976	Sudah berapa lama menunggu bus?
35303	The bus was late because of the traffic jam.	1032849	Busnya terlambat karena lalu lintas yang macet.
35303	The bus was late because of the traffic jam.	1034213	Busnya terlambat karena kemacetan lalu lintas.
35310	The bus hasn't come yet.	3253725	Bisnya belum datang.
35319	The bus rattled as it drove along the bumpy road.	1062480	Bus itu berderak-derak saat melaju di sepanjang jalan bergelombang itu.
35424	The bus stopped and we got on.	394602	Bis itu berhenti dan kami masuk
35527	I'm looking for a part-time job.	1019928	Saya sedang mencari pekerjaan paruh waktu.
35726	Blow out all the candles on the birthday cake at once.	1032076	Tiup semua lilin diatas kue ulang tahun dalam sekali tiup.
35798	A rat ran across the road.	1062462	Seekor tikus berlari melintasi jalan.
35854	The muddy road has ruined my new shoes.	1062471	Jalan yang berlumpur itu telah merusak sepatu baruku.
35855	I lost my balance on the muddy road.	1062465	Aku kehilangan keseimbangan dijalan yang berlumpur itu.
35983	Nicole can speak Japanese very well.	1065165	Nicole bisa berbicara Jepang dengan baik.
36031	What a wonderful machine!	3478494	Sungguh mesin yang menakjubkan!
36203	Nancy smiled happily.	365961	Nancy tersenyum bahagia.
36358	Nobody knows why he turns down my help.	1034012	Tidak ada yang tahu mengapa dia menolak pertolonganku.
36965	Drivers should be aware of the traffic rules.	1058917	Pengemudi harus mematuhi(perduli) peraturan lalu-lintas
36966	Every driver must follow the traffic rules.	1058919	Setiap pengendara harus patuh dengan peraturan lalu-lintas.
37022	Tom never fails to send a birthday present to his father.	1032077	Tom tidak pernah salah/lupa mengirim hadiah ulang tahun pada ayahnya.
37150	Tom put off his wedding because of a traffic accident.	1058924	Tom membatalkan pernikahannya karena kecelakaan lalu-lintas.
37151	Tom was badly injured in a traffic accident.	1058926	Tom terluka parah saat kecelakaan lalu-lintas.
37352	We are giving Tom a birthday party.	1032078	Kami akan berikan Tom, pesta ulang tahun.
37758	It's a beautiful country.	3478664	Ini adalah negara yang sangat indah.
38064	By the way, how old are you?	751420	Ngomong-ngomong,berapa umurmu?
38636	What had kept him from coming to the party?	773606	Apa yang membuat dia tetap datang ke pesta itu?
38817	Turn on the light, please.	3253717	Tolong nyalakan lampu.
39007	Will you open the door?	366436	Boleh tolong buka pintunya?
39007	Will you open the door?	1216321	Akankah Anda buka pintunya?
39070	I know the boy who is sitting closest to the door.	3654749	Aku kenal anak yang duduk paling dekat dengan pintu.
39074	Who is the girl standing at the door?	2727514	Siapa anak perempuan yang sedang berdiri di pintu?
39483	This weekend, if possible.	3654635	Akhir pekan ini jika memungkinkan.
39601	Is there a cat on the table?	1212251	Apa ada kucing di atas meja?
39616	There is a glass on the table.	1104767	Ada gelas di atas meja.
39616	There is a glass on the table.	1106260	Ada sebuah gelas di atas meja.
39670	Dave is the fastest swimmer of all my classmates.	2628169	Dave adalah perenang tercepat dari semua teman sekelasku.
39698	Dick had a traffic accident.	1058927	Dick telah mengalami kecelakaan lalu-lintas.
39823	I attended the party just to be sociable.	336223	Saya menghadiri pesta hanya untuk bersosialisasi
40325	There's little water in the tank, if any.	394603	Air dalam tanki tinggal sedikit, mungkin juga habis
40402	All are welcome.	638801	Semua orang dipersilahkan.
40565	Perhaps she doesn't remember my birthday.	1032079	Mungkin dia lupa hari ulang tahunku.
40978	The taxi is waiting outside.	986160	Taksi itu menunggu di luar.
41023	A number of people die in traffic accidents.	1058929	Sejumlah orang meninggal dalam kecelakaan lalu-lintas.
41047	A lot of birthday cards will arrive soon.	1032080	Bayak kartu ulang tahun yang akan segera datang.
41269	Don't beat your head against a stone wall.	3478811	Jangan benturkan kepalamu ke tembok batu.
41335	I hadn't bargained on such a heavy traffic jam.	1032856	Aku tidak bisa tawar menawar dengan kemacetan yang parah seperti ini.
